OBJECTID,HighwayBridgeId,BridgeClass,Tract,Name,Owner,BridgeType,Width,NumSpans,Length,MaxSpanLength,SkewAngle,SeatLength,SeatWidth,YearBuilt,YearRemodeled,PierType,FoundationType,ScourIndex,Traffic,TrafficIndex,Condition,Cost,Latitude,Longitude,Comment
8291,WA000306,HWB10,53011040507,STATE ROUTE 14,State Highway Agency,20100002,8.3000002,2,134,64,0,,,1925,,N00000000,,3,3142,,775,1981.940399999999954,45.561669999999999,-122.263329999999996,
8292,WA000307,HWB10,53045960200,US 101,State Highway Agency,20100002,10.1000004,3,189,61,0,,,1925,,N00000000,,3,2922,,777,3401.659799999999905,47.423330000000000,-123.138329999999996,
8293,WA000309,HWB10,53041972000,US 12,State Highway Agency,20400002,12.1999998,3,226,76,0,,,1928,,N00000000,,5,3011,,765,4913.330399999999827,46.581670000000003,-121.685000000000002,
8294,WA000320,HWB10,53067012720,US HWY 12,State Highway Agency,20100002,8.1999998,3,189,61,0,,,1926,,N00000000,,3,6564,,775,2761.743599999999788,46.814999999999998,-123.064999999999998,
8295,WA000341,HWB10,53035092704,Southworth Drive,County Highway Agency,20400006,9.3999996,3,335,152,0,,,1929,,N00000000,,8,5845,,666,5611.518000000000029,47.523359999999997,-122.541659999999993,
8296,WA000343,HWB10,53005010705,STATE ROUTE 12,City Highway Agency,20400002,8.1999998,4,454,152,46,,,1929,,N00000000,,N,1500,,566,6634.029599999999846,46.258330000000001,-119.329999999999998,
8297,WA000350,HWB10,53045960200,STATE ROUTE 101,State Highway Agency,20400002,11.3000002,2,216,110,0,,,1930,,N00000000,,8,3942,,666,4349.505600000000413,47.378329999999998,-123.146670000000000,
8298,WA000351,HWB10,53041971500,STATE ROUTE 6,State Highway Agency,20400006,8.1999998,6,783,165,20,,,1930,,N00000000,,8,1274,,676,11441.509200000000419,46.579999999999998,-123.356669999999994,
8299,WA000353,HWB10,53037975500,STATE ROUTE 10,State Highway Agency,20100007,9.1999998,3,186,61,0,,,1930,,N00000000,,8,1003,,666,3049.358400000000074,47.036670000000001,-120.613330000000005,
8300,WA000354,HWB10,53037975500,STATE ROUTE 10,State Highway Agency,20100007,9.1999998,6,332,55,28,,,1930,,N00000000,,8,1003,,665,5442.940800000000309,47.033329999999999,-120.611670000000004,
8301,WA000355,HWB10,53037975500,US 97,State Highway Agency,20100001,9.8999996,2,101,49,0,,,1930,,N00000000,,8,2069,,777,1781.821799999999939,47.024999999999999,-120.598330000000004,
8302,WA000357,HWB10,53031950702,US 101,State Highway Agency,20400002,9.3000002,4,427,134,0,,,1930,,N00000000,,3,942,,765,7076.500200000000405,47.608330000000002,-124.371669999999995,
8303,WA000359,HWB10,53037975300,STATE ROUTE 10,State Highway Agency,20400007,9.1000004,3,472,168,0,,,1930,,N00000000,,8,1103,,656,7654.046400000000176,47.123330000000003,-120.736670000000004,
8304,WA000360,HWB10,53009000400,US 101,State Highway Agency,20200002,9.1000004,12,1341,183,0,,,1930,,N00000000,,3,2698,,765,21745.924200000001292,48.066670000000002,-124.233329999999995,
8305,WA000361,HWB10,53015001900,STATE ROUTE 4,State Highway Agency,20100002,5.1999998,15,573,37,0,,,1930,,N00000000,,N,3994,,777,5309.647200000000339,46.191670000000002,-123.135000000000005,
8306,WA000372,HWB10,53057950800,STATE ROUTE 11,State Highway Agency,20400007,10.5000000,18,2691,201,99,,,1931,,R07260000,,8,1785,,776,50351.300999999999476,48.594999999999999,-122.420000000000002,
8307,WA000373,HWB10,53071920100,US ROUTE 12,State Highway Agency,20400002,10.5000000,3,509,171,0,,,1931,,N00000000,,5,4645,,557,9523.898999999999432,46.270000000000003,-118.150000000000006,
8308,WA000378,HWB10,53077940002,US 97,State Highway Agency,20100002,8.0000000,4,247,61,45,,,1931,,N00000000,,7,3209,,664,3521.231999999999971,46.308329999999998,-120.333330000000004,
8309,WA000379,HWB10,53077940005,US 97,State Highway Agency,20100002,12.6999998,6,369,61,15,,,1931,,N00000000,,3,3802,,775,8350.986600000000180,46.361669999999997,-120.319999999999993,
8310,WA000384,HWB10,53043960300,US 2,State Highway Agency,20100002,10.5000000,3,189,61,30,,,1931,,N00000000,,8,1244,,777,3536.378999999999905,47.753329999999998,-118.701669999999993,
8311,WA000390,HWB10,53037975700,STATE ROUTE 821,State Highway Agency,20400007,9.3999996,4,491,122,0,,,1932,,N00000000,,3,1486,,443,8224.642799999999625,46.916670000000003,-120.508330000000001,
8312,WA000403,HWB10,53047971000,STATE ROUTE 153,State Highway Agency,20400006,8.6999998,6,887,168,0,,,1933,,N00000000,,3,1957,,665,13751.515799999999217,48.075000000000003,-119.953329999999994,
8313,WA000405,HWB10,53033004900,STATE ROUTE 99,State Highway Agency,20400014,29.3999996,3,280,158,0,,,1933,,H04040000,,N,45250,,667,14669.424000000000888,47.658329999999999,-122.348330000000004,
8314,WA000406,HWB10,53033003500,STATE ROUTE 99,State Highway Agency,20100014,24.1000004,2,223,155,45,,,1932,,H03960000,,N,43392,,667,9577.002599999999802,47.674999999999997,-122.348330000000004,
8315,WA000427,HWB10,53053940002,STATE ROUTE 167,State Highway Agency,20400014,17.3999996,5,643,152,40,,,1934,,R07770000,,N,28079,,666,19937.372400000000198,47.241669999999999,-122.396670000000000,
8316,WA000429,HWB10,53043960400,STATE ROUTE 28,State Highway Agency,20100006,10.3999996,3,314,107,30,,,1934,,N00000000,,7,2542,,777,5819.299200000000383,47.331670000000003,-118.698329999999999,
8317,WA000430,HWB10,53077003002,US 12,State Highway Agency,20100014,10.1000004,3,219,85,0,,,1934,,N00000000,,3,3112,,665,3941.605799999999817,46.711669999999998,-120.651669999999996,
8318,WA000433,HWB10,53075000800,US 195,State Highway Agency,20400002,17.2000008,2,344,171,0,,,1934,,N00000000,,8,12408,,667,10543.737600000000384,46.878329999999998,-117.366669999999999,
8319,WA000434,HWB10,53075000800,US 195,State Highway Agency,20100002,17.2000008,3,314,107,30,,,1934,,N00000000,,8,11617,,667,9624.225599999999758,46.886670000000002,-117.366669999999999,
8320,WA000436,HWB10,53059950400,STATE ROUTE 14,State Highway Agency,20400002,9.3000002,3,482,198,43,,,1934,,R06710000,,N,4040,,777,7987.993199999999888,45.725000000000001,-121.558329999999998,
8321,WA000444,HWB10,53077940002,SR 22,State Highway Agency,20400002,9.1000004,3,351,152,45,,,1935,,N00000000,,5,6169,,457,5691.886199999999917,46.405000000000001,-120.310000000000002,
8322,WA000446,HWB10,53033021700,SR 522,State Highway Agency,20400014,26.3999996,3,305,122,5,,,1928,,N00000000,,2,39750,,663,14348.664000000000669,47.755000000000003,-122.233329999999995,
8323,WA000448,HWB10,53047971000,STATE ROUTE 153,State Highway Agency,20200006,9.3999996,7,1335,283,45,,,1935,,N00000000,,3,1435,,677,22362.317999999999302,48.246670000000002,-120.116669999999999,
8324,WA000457,HWB10,53061053801,US 2,State Highway Agency,20400002,9.0000000,5,783,235,56,,,1936,,R08530000,,N,5308,,666,12557.754000000000815,47.803330000000003,-121.516670000000005,
8325,WA000463,HWB10,53037975500,US 97,State Highway Agency,20100002,9.1999998,2,152,73,0,,,1936,,N00000000,,5,2069,,667,2491.948800000000119,47.031669999999998,-120.606669999999994,
8326,WA000472,HWB10,53027000500,US HWY 12,State Highway Agency,20400002,9.1999998,5,707,247,0,,,1937,,N00000000,,4,5431,,667,11590.840799999999945,47.003329999999998,-123.383330000000001,
8327,WA000473,HWB10,53027000700,US 12,State Highway Agency,20400002,9.3000002,4,503,198,0,,,1937,,N00000000,,5,3286,,776,8336.017799999999625,46.953330000000001,-123.329999999999998,
8328,WA000474,HWB10,53027000700,US HWY 12,State Highway Agency,20400002,9.3000002,3,445,198,0,,,1937,,N00000000,,5,3867,,667,7374.806999999999789,46.936669999999999,-123.313329999999993,
8329,WA000475,HWB10,53027000700,US HWY 12,State Highway Agency,20400002,9.1999998,3,576,229,30,,,1937,,N00000000,,5,3867,,777,9443.174399999999878,46.901670000000003,-123.291669999999996,
8330,WA000481,HWB10,53075000800,STATE ROUTE 26,State Highway Agency,20400002,9.3999996,17,1838,268,33,,,1937,,N00000000,,8,3068,,665,30787.970399999998335,46.890000000000001,-117.375000000000000,
8331,WA000482,HWB10,53065950100,STATE ROUTE 25,State Highway Agency,20400006,9.1000004,3,299,183,0,,,1937,,N00000000,,7,821,,665,4848.643799999999828,48.941670000000002,-117.769999999999996,
8332,WA000486,HWB10,53041971800,US ROUTE 12,State Highway Agency,20400002,13.1999998,3,488,274,0,,,1938,,N00000000,,8,5759,,677,11478.931200000000899,46.533329999999999,-122.616669999999999,
8333,WA000497,HWB10,53033031603,STATE ROUTE 169,State Highway Agency,20400006,13.1000004,3,466,189,31,,,1939,,R06860000,,N,8966,,777,10878.397199999999430,47.344999999999999,-122.016670000000005,
8334,WA000498,HWB10,53059950300,STATE ROUTE 14,State Highway Agency,20400002,9.3000002,5,610,213,0,,,1938,,N00000000,,5,5107,,776,10109.286000000000058,45.689999999999998,-121.888329999999996,
8335,WA000499,HWB10,53063010402,US 2,State Highway Agency,20400002,13.1000004,3,372,213,0,,,1938,,R07010000,,N,5775,,777,8684.042400000000271,47.643329999999999,-117.739999999999995,
8336,WA000502,HWB10,53075000800,STATE ROUTE 26,State Highway Agency,20400002,10.1999998,5,579,213,0,,,1938,,N00000000,,8,2617,,666,10524.135599999999613,46.833329999999997,-117.506670000000000,
8337,WA000504,HWB10,53025010200,STATE ROUTE 28,State Highway Agency,20400006,9.1000004,5,610,213,0,,,1939,,N00000000,,5,862,,666,9891.881999999999607,47.424999999999997,-119.269999999999996,
8338,WA000507,HWB10,53053940009,STATE ROUTE 161,State Highway Agency,20400016,9.1000004,5,762,213,0,,,1938,,R07920000,,N,14561,,666,12356.744399999999587,47.213329999999999,-122.295000000000002,
8339,WA000511,HWB10,53041971900,STATE ROUTE 7,State Highway Agency,20400006,9.0000000,5,610,244,0,,,1938,,N00000000,,3,3097,,676,9783.180000000000291,46.589610000000000,-122.242000000000004,
8340,WA000512,HWB10,53047971000,STATE ROUTE 153,State Highway Agency,20400006,9.3999996,9,1451,244,30,,,1939,,N00000000,,3,1957,,665,24305.410800000001473,48.138330000000003,-120.015000000000001,
8341,WA000513,HWB10,53047971000,STATE ROUTE 153,State Highway Agency,20400006,9.3999996,7,1692,244,20,,,1939,,N00000000,,3,1501,,554,28342.353599999998551,48.145000000000003,-120.048330000000007,
8342,WA000514,HWB10,53047971000,STATE ROUTE 153,State Highway Agency,20400006,9.3999996,7,1067,244,0,,,1939,,N00000000,,3,927,,665,17873.103599999998551,48.153329999999997,-120.058329999999998,
8343,WA000515,HWB10,53047971000,STATE ROUTE 153,State Highway Agency,20400006,9.3999996,5,920,244,20,,,1939,,N00000000,,5,927,,566,15410.736000000000786,48.166670000000003,-120.078329999999994,
8344,WA000516,HWB10,53047971000,STATE ROUTE 153,State Highway Agency,20400006,9.3999996,5,920,244,30,,,1939,,N00000000,,5,865,,665,15410.736000000000786,48.203330000000001,-120.116669999999999,
8345,WA000523,HWB10,53033032800,US 2,State Highway Agency,20400002,9.3999996,3,524,259,30,,,1939,,N00000000,,3,4500,,775,8777.419200000000274,47.718330000000002,-121.226669999999999,
8346,WA000525,HWB10,53077003001,US 12,State Highway Agency,20400002,8.8000002,3,424,244,0,,,1939,,N00000000,,3,1788,,676,6648.998400000000402,46.645000000000003,-121.253330000000005,
8347,WA000531,HWB10,53065950100,STATE ROUTE 25,State Highway Agency,20400006,8.1999998,5,573,183,0,,,1939,,N00000000,,5,483,,777,8372.905199999999240,48.573329999999999,-118.084999999999994,
8348,WA000534,HWB10,53033032800,US 2,State Highway Agency,20400002,9.0000000,5,792,274,0,,,1940,,N00000000,,5,4882,,667,12702.095999999999549,47.713329999999999,-121.311670000000007,
8349,WA000535,HWB10,53033032800,US ROUTE 2,State Highway Agency,20400002,9.0000000,3,274,171,0,,,1940,,N00000000,,3,4500,,775,4394.412000000000262,47.716670000000001,-121.253330000000005,
8350,WA000538,HWB10,53033024800,I-90,State Highway Agency,20400011,21.6000004,5,610,183,0,,,1940,,H08480000,,N,24074,,567,23479.632000000001426,47.579999999999998,-122.168329999999997,
8351,WA000542,HWB10,53007960500,US 2,State Highway Agency,20400002,9.8000002,4,366,146,0,,,1940,,N00000000,,9,11936,,776,6391.677599999999984,47.593330000000002,-120.635000000000005,
8352,WA000543,HWB10,53007960500,US 2,State Highway Agency,20400002,9.1000004,4,762,244,30,,,1940,,N00000000,,3,6886,,773,12356.744399999999587,47.556390000000000,-120.588610000000003,
8353,WA000549,HWB10,53065950100,US ROUTE 395,State Highway Agency,20400002,8.8000002,5,732,244,0,,,1941,,R07010000,,N,4641,,777,11478.931200000000899,48.619999999999997,-118.111670000000004,
8354,WA000554,HWB10,53077940003,US 97 RAMP,State Highway Agency,20400014,9.8000002,3,475,201,21,,,1941,,N00000000,,8,15900,,667,8295.209999999999127,46.536670000000001,-120.478330000000000,
8355,WA000555,HWB10,53077001400,US 97 S-S RAMP,State Highway Agency,20400014,9.8000002,12,2134,216,0,,,1941,,H06450000,,N,15900,,667,37267.322399999997288,46.539999999999999,-120.474999999999994,
8356,WA000559,HWB10,53019970100,US 395,State Highway Agency,20400002,9.1000004,5,585,201,0,,,1941,,R07010000,,N,1391,,677,9486.477000000000771,48.774999999999999,-118.138329999999996,
8357,WA000561,HWB10,53063010402,US 2,State Highway Agency,20400002,9.8000002,5,549,152,0,,,1941,,N00000000,,7,5775,,665,9587.516400000000431,47.643329999999999,-117.708330000000004,
8358,WA000562,HWB10,53033032800,US 2,State Highway Agency,20400002,8.1999998,5,579,183,0,,,1941,,N00000000,,8,2441,,777,8460.579599999999118,47.719999999999999,-121.121669999999995,
8359,WA000565,HWB10,53041971900,STATE ROUTE 7,State Highway Agency,20400006,9.0000000,6,765,152,0,,,1944,,R06880000,,N,3904,,776,12269.069999999999709,46.576610000000002,-122.251249999999999,
8360,WA000586,HWB10,53073010100,STATE ROUTE 9,State Highway Agency,20100007,12.1000004,4,207,55,0,,,1945,,N00000000,,5,1769,,667,4463.375399999999900,48.724690000000002,-122.203609999999998,
8361,WA000587,HWB10,53073010200,STATE ROUTE 9,State Highway Agency,20100007,9.0000000,4,207,55,0,,,1945,,N00000000,,5,4409,,777,3319.865999999999985,48.843670000000003,-122.288830000000004,
8362,WA000588,HWB10,53073010200,STATE ROUTE 9,State Highway Agency,20100002,8.8999996,3,143,46,0,,,1945,,N00000000,,5,4071,,667,2267.951399999999921,48.986669999999997,-122.288330000000002,
8363,WA000589,HWB10,53039950100,US 97,State Highway Agency,20400002,9.8000002,2,183,98,0,,,1945,,N00000000,,2,3596,,777,3195.838799999999992,46.038330000000002,-120.586669999999998,
8364,WA000595,HWB10,53057951100,STATE ROUTE 20,State Highway Agency,20400006,10.3999996,4,619,183,0,,,1945,,N00000000,,5,3039,,777,11471.803200000000288,48.524999999999999,-121.709999999999994,
8365,WA000597,HWB10,53041971500,HWY 603,County Highway Agency,20400007,11.0000000,3,363,137,0,,,1945,,N00000000,,5,2362,,667,7115.525999999999840,46.490000000000002,-122.941670000000002,
8366,WA000600,HWB10,53001950100,STATE ROUTE 21,State Highway Agency,20400007,9.1000004,3,411,232,0,,,1946,,N00000000,,8,713,,676,6664.858199999999670,47.088329999999999,-118.665000000000006,
8367,WA000601,HWB10,53041971800,STATE ROUTE 7,State Highway Agency,20100006,10.3999996,8,479,70,0,,,1945,,N00000000,,3,3708,,777,8877.211199999999735,46.758330000000001,-122.189999999999998,
8368,WA000602,HWB10,53051970200,STATE ROUTE 20,State Highway Agency,20100006,11.0000000,5,317,67,0,,,1946,,N00000000,,5,993,,667,6213.833999999999833,48.391669999999998,-117.308329999999998,
8369,WA000603,HWB10,53051970100,STATE ROUTE 31,State Highway Agency,20400006,11.0000000,3,448,183,0,,,1946,,N00000000,,5,1878,,667,8781.695999999999913,48.743330000000000,-117.415000000000006,
8370,WA000604,HWB10,53073010200,STATE ROUTE 9,State Highway Agency,20100007,9.3000002,4,250,67,0,,,1946,,N00000000,,5,4409,,667,4143.149999999999636,48.849719999999998,-122.288330000000002,
8371,WA000607,HWB10,53047971000,STATE ROUTE 20,State Highway Agency,20100006,9.1000004,3,180,67,0,,,1945,,N00000000,,3,2441,,665,2918.916000000000167,48.381670000000000,-120.131670000000000,
8372,WA000608,HWB10,53047971000,STATE ROUTE 20,State Highway Agency,20100006,9.1000004,3,180,67,0,,,1946,,N00000000,,3,3283,,667,2918.916000000000167,48.375000000000000,-120.125000000000000,
8373,WA000612,HWB10,53073010702,STATE ROUTE 542,State Highway Agency,20100006,11.8999996,3,183,67,0,,,1946,,N00000000,,5,9167,,667,3880.661399999999958,48.841670000000001,-122.295000000000002,
8374,WA000613,HWB10,53077003001,US ROUTE 12,State Highway Agency,20400002,10.3000002,3,347,201,0,,,1946,,N00000000,,8,1848,,677,6369.046199999999772,46.658329999999999,-121.358329999999995,
8375,WA000614,HWB10,53009000400,US ROUTE 101,State Highway Agency,20400002,10.3999996,3,402,152,0,,,1946,,N00000000,,3,4232,,774,7450.185599999999795,48.038330000000002,-124.379999999999995,
8376,WA000615,HWB10,53075000900,STATE ROUTE 23,State Highway Agency,20100006,10.8999996,3,219,70,0,,,1946,,N00000000,,8,527,,777,4253.812200000000303,47.118330000000000,-117.646670000000000,
8377,WA000616,HWB10,53075000900,STATE ROUTE 23,State Highway Agency,20400006,10.1999998,3,402,152,0,,,1946,,N00000000,,8,412,,667,7306.912800000000061,47.126669999999997,-117.751670000000004,
8378,WA000617,HWB10,53075000900,STATE ROUTE 23,State Highway Agency,20100006,9.1999998,3,152,55,0,,,1946,,N00000000,,5,226,,667,2491.948800000000119,47.128329999999998,-117.825000000000003,
8379,WA000618,HWB10,53033032402,STATE ROUTE 203,State Highway Agency,20100007,12.1999998,3,131,46,0,,,1946,,N00000000,,8,4924,,777,2847.992400000000089,47.688330000000001,-121.938329999999993,
8380,WA000619,HWB10,53033032402,STATE ROUTE 203,State Highway Agency,20100007,12.1999998,3,165,61,0,,,1946,,N00000000,,N,7965,,777,3587.166000000000167,47.711669999999998,-121.983329999999995,
8381,WA000620,HWB10,53033032401,STATE ROUTE 203,State Highway Agency,20400007,12.1999998,3,308,171,0,,,1946,,N00000000,,8,5278,,666,6696.043200000000070,47.768329999999999,-121.956670000000003,
8382,WA000622,HWB10,53033032800,US 2,State Highway Agency,20400002,15.1000004,5,671,213,30,,,1947,,N00000000,,2,4882,,773,18055.402200000000448,47.713329999999999,-121.165000000000006,
8383,WA000623,HWB10,53033032800,US 2,State Highway Agency,20400002,15.8000002,3,372,183,0,,,1947,,N00000000,,8,4882,,777,10473.883200000000215,47.713329999999999,-121.150000000000006,
8384,WA000627,HWB10,53057951900,STATE ROUTE 536,State Highway Agency,20100006,12.1999998,3,152,55,0,,,1947,,N00000000,,5,8372,,667,3304.540800000000218,48.446669999999997,-122.431669999999997,
8385,WA000632,HWB10,53077001601,SR 823,State Highway Agency,20400007,10.3000002,5,802,244,0,,,1947,,H04740000,,N,13544,,667,14720.389199999999619,46.633330000000001,-120.519999999999996,
8386,WA000633,HWB10,53027000300,US 101,State Highway Agency,20400002,11.8999996,3,475,198,0,,,1947,,N00000000,,3,2697,,665,10072.754999999999200,47.168329999999997,-123.883330000000001,
8387,WA000634,HWB10,53053073117,STATE ROUTE 7,State Highway Agency,20100006,12.1000004,3,183,67,0,,,1947,,N00000000,,3,5154,,776,3945.882599999999911,46.950000000000003,-122.355000000000004,
8388,WA000635,HWB10,53073010701,STATE ROUTE 539,State Highway Agency,20100002,11.8999996,3,183,67,0,,,1947,,N00000000,,8,14797,,777,3880.661399999999958,48.905000000000001,-122.483329999999995,
8389,WA000637,HWB10,53007960500,US 2,State Highway Agency,20200002,12.1000004,7,1085,274,0,,,1947,,N00000000,,3,7139,,663,23394.987000000000990,47.541670000000003,-120.561670000000007,
8390,WA000639,HWB10,53049950200,STATE ROUTE 6,State Highway Agency,20100006,12.3999996,11,704,70,0,,,1947,,N00000000,,8,5611,,667,15556.147199999999430,46.666670000000003,-123.688329999999993,
8391,WA000641,HWB10,53027940000,US 101,State Highway Agency,20400002,11.8999996,3,213,137,0,,,1947,,N00000000,,8,1802,,667,4516.835399999999936,47.473329999999997,-124.019999999999996,
